dni,supermercado,provincia,fecha_llegada,fecha_salida,total_compra
57456191Y,Dia,Cadiz,15/09/2019 15:39,15/09/2019 16:21,76.69
38465415P,Mercadona,Almeria,15/09/2019 23:16,15/09/2019 23:47,106.92
83774908F,Aldi,Malaga,16/09/2019 03:37,16/09/2019 05:12,23.78
85583540B,Supersol,Cordoba,16/09/2019 07:10,16/09/2019 08:35,35.48
27633503S,Aldi,Sevilla,16/09/2019 08:51,16/09/2019 09:38,54.18
88066029H,Supersol,Granada,16/09/2019 09:19,16/09/2019 10:38,149.13
90225569L,Dia,Almeria,16/09/2019 11:23,16/09/2019 13:06,15.37
62601881K,Mas,Granada,16/09/2019 11:25,16/09/2019 12:44,127.91
15114702E,Carrefour,Almeria,16/09/2019 16:07,16/09/2019 18:44,51.29
96080754W,Supersol,Sevilla,16/09/2019 17:54,16/09/2019 19:08,183.90
15893816B,Mas,Malaga,16/09/2019 18:10,16/09/2019 20:50,100.57
85609885K,Lidl,Almeria,16/09/2019 23:06,17/09/2019 00:17,24.72
74159107T,Supersol,Granada,16/09/2019 23:32,17/09/2019 02:13,71.58
04341138A,Mercadona,Sevilla,17/09/2019 01:09,17/09/2019 03:54,37.59
34122968F,Mas,Malaga,17/09/2019 07:51,17/09/2019 08:24,45.79
04661960K,Aldi,Malaga,17/09/2019 11:16,17/09/2019 14:06,49.54
35406772C,Supersol,Almeria,17/09/2019 11:34,17/09/2019 13:58,197.81
76950890C,Supersol,Huelva,17/09/2019 12:11,17/09/2019 13:56,6.41
91186765E,Mas,Malaga,17/09/2019 19:14,17/09/2019 21:05,112.23
91030004Y,Carrefour,Malaga,17/09/2019 19:32,17/09/2019 21:33,65.69
65817663N,Aldi,Cadiz,17/09/2019 20:54,17/09/2019 23:20,176.86
82334423N,Mas,Cadiz,18/09/2019 00:40,18/09/2019 00:46,69.18
86672846Z,Mercadona,Sevilla,18/09/2019 05:12,18/09/2019 07:19,86.85
04551750G,Dia,Sevilla,18/09/2019 05:22,18/09/2019 06:12,115.95
38309193W,Dia,Sevilla,18/09/2019 05:38,18/09/2019 06:34,90.33
56284995Q,Lidl,Malaga,18/09/2019 07:38,18/09/2019 10:35,77.97
26100971L,Dia,Malaga,18/09/2019 09:53,18/09/2019 10:54,84.02
40092186N,Aldi,Almeria,18/09/2019 10:06,18/09/2019 13:05,49.85
03446856F,Aldi,Almeria,18/09/2019 13:44,18/09/2019 15:36,35.81
50606212W,Dia,Huelva,18/09/2019 15:39,18/09/2019 15:44,52.43
02866418C,Mas,Cadiz,18/09/2019 17:56,18/09/2019 20:24,106.98
20385830X,Aldi,Cadiz,19/09/2019 03:17,19/09/2019 04:32,155.90
96924645T,Carrefour,Cordoba,19/09/2019 08:56,19/09/2019 10:05,53.44
87331079X,Supersol,Jaen,19/09/2019 09:32,19/09/2019 10:13,160.14
47374034Z,Carrefour,Malaga,19/09/2019 10:04,19/09/2019 10:46,6.50
85915274Q,Mas,Malaga,19/09/2019 12:09,19/09/2019 14:47,79.11
09604070Y,Supersol,Cordoba,19/09/2019 14:25,19/09/2019 14:25,73.81
85685230H,Aldi,Cadiz,19/09/2019 15:50,19/09/2019 16:12,161.68
54834500Q,Lidl,Malaga,20/09/2019 01:15,20/09/2019 02:10,144.58
39434545X,Mercadona,Cordoba,20/09/2019 08:40,20/09/2019 08:41,146.17
83701908D,Supersol,Huelva,20/09/2019 11:18,20/09/2019 11:48,196.97
96010371E,Lidl,Malaga,20/09/2019 14:25,20/09/2019 16:23,62.78
75953200R,Aldi,Granada,20/09/2019 17:44,20/09/2019 18:36,3.38
09082460J,Mercadona,Granada,20/09/2019 20:37,20/09/2019 22:38,81.85
98991637M,Carrefour,Jaen,20/09/2019 22:04,21/09/2019 00:12,59.36
37957550Y,Mercadona,Granada,20/09/2019 22:27,21/09/2019 01:10,81.09
88066029H,Mas,Huelva,20/09/2019 23:57,21/09/2019 00:06,149.69
88994494L,Dia,Almeria,21/09/2019 00:12,21/09/2019 00:34,197.79
89921814W,Mercadona,Malaga,21/09/2019 09:59,21/09/2019 12:44,162.55
73592922Y,Mercadona,Granada,21/09/2019 11:02,21/09/2019 11:03,110.17
39800451D,Mercadona,Malaga,22/09/2019 00:11,22/09/2019 00:25,115.17
14308083J,Carrefour,Malaga,22/09/2019 06:45,22/09/2019 07:51,35.30
42785403K,Aldi,Granada,22/09/2019 06:56,22/09/2019 07:31,53.58
07657003G,Aldi,Huelva,22/09/2019 08:44,22/09/2019 09:26,71.93
49861960F,Aldi,Cordoba,22/09/2019 09:00,22/09/2019 10:21,111.44
88351059D,Supersol,Malaga,22/09/2019 10:31,22/09/2019 12:00,14.56
09012314V,Supersol,Sevilla,22/09/2019 12:10,22/09/2019 14:21,165.93
09340886B,Lidl,Cordoba,22/09/2019 14:05,22/09/2019 16:52,89.88
14240986F,Dia,Malaga,22/09/2019 16:25,22/09/2019 18:13,143.89
21439721H,Carrefour,Cadiz,22/09/2019 19:54,22/09/2019 21:45,75.81
54930005W,Dia,Granada,23/09/2019 02:54,23/09/2019 04:23,18.95
98065695C,Mercadona,Huelva,23/09/2019 03:42,23/09/2019 05:16,129.83
48985105G,Aldi,Malaga,23/09/2019 04:49,23/09/2019 04:52,61.32
96924645T,Dia,Almeria,23/09/2019 06:39,23/09/2019 08:30,71.32
16274345M,Supersol,Almeria,23/09/2019 07:24,23/09/2019 08:43,169.03
98991637M,Lidl,Malaga,23/09/2019 09:09,23/09/2019 10:41,68.61
20857473S,Mas,Cadiz,23/09/2019 10:07,23/09/2019 12:31,73.68
42679297Z,Dia,Jaen,23/09/2019 15:35,23/09/2019 17:51,69.29
86606482M,Dia,Huelva,23/09/2019 22:18,23/09/2019 22:36,23.04
85650770N,Lidl,Cordoba,24/09/2019 10:07,24/09/2019 10:24,78.32
87298914E,Mercadona,Cadiz,24/09/2019 11:44,24/09/2019 12:37,22.17
96399047K,Supersol,Almeria,24/09/2019 13:49,24/09/2019 14:07,193.14
92098047K,Lidl,Cadiz,24/09/2019 17:00,24/09/2019 18:30,73.52
99759124M,Supersol,Granada,24/09/2019 18:42,24/09/2019 20:09,182.51
56335577K,Carrefour,Malaga,25/09/2019 00:22,25/09/2019 01:14,47.37
09912256S,Aldi,Sevilla,25/09/2019 02:50,25/09/2019 02:57,130.29
51990858W,Mas,Granada,25/09/2019 06:10,25/09/2019 06:48,119.20
60871662T,Supersol,Granada,25/09/2019 08:11,25/09/2019 08:48,181.36
34122968F,Lidl,Sevilla,25/09/2019 08:13,25/09/2019 09:39,99.07
72585732D,Dia,Granada,25/09/2019 17:51,25/09/2019 20:04,134.17
10095030P,Dia,Cadiz,26/09/2019 00:50,26/09/2019 02:14,136.75
55993608Q,Dia,Malaga,26/09/2019 05:22,26/09/2019 07:32,92.42
50606212W,Carrefour,Sevilla,26/09/2019 07:00,26/09/2019 08:47,42.32
66247259Z,Aldi,Malaga,26/09/2019 16:05,26/09/2019 17:01,167.31
00458346W,Supersol,Sevilla,26/09/2019 21:45,26/09/2019 23:23,199.94
05723208A,Carrefour,Almeria,27/09/2019 01:07,27/09/2019 03:39,119.78
70405101P,Aldi,Almeria,27/09/2019 01:25,27/09/2019 04:23,14.90
75249148W,Aldi,Sevilla,27/09/2019 01:37,27/09/2019 01:50,73.36
63680819Y,Dia,Almeria,27/09/2019 05:34,27/09/2019 08:34,131.92
97820096S,Dia,Cordoba,27/09/2019 06:14,27/09/2019 06:16,189.86
34122968F,Aldi,Cordoba,27/09/2019 10:34,27/09/2019 11:42,66.39
67424089A,Dia,Cordoba,27/09/2019 14:37,27/09/2019 15:02,170.80
26723394Q,Mercadona,Malaga,27/09/2019 14:56,27/09/2019 15:22,115.49
14726795X,Aldi,Almeria,27/09/2019 15:48,27/09/2019 16:35,150.76
89165507G,Lidl,Granada,27/09/2019 19:09,27/09/2019 20:09,70.33
75953200R,Supersol,Malaga,27/09/2019 20:37,27/09/2019 21:58,50.25
70406167Q,Aldi,Cadiz,27/09/2019 22:49,28/09/2019 00:08,120.30
29192757F,Aldi,Malaga,28/09/2019 00:39,28/09/2019 03:11,178.78
51933957A,Supersol,Cadiz,28/09/2019 10:03,28/09/2019 12:55,123.43
03163426Y,Carrefour,Granada,28/09/2019 10:21,28/09/2019 12:04,126.59
86544030K,Aldi,Almeria,28/09/2019 10:28,28/09/2019 13:26,91.11
51907371M,Carrefour,Granada,28/09/2019 10:54,28/09/2019 11:45,111.86
65667384S,Mas,Huelva,28/09/2019 14:16,28/09/2019 15:44,156.92
94128682D,Lidl,Huelva,28/09/2019 14:47,28/09/2019 17:02,184.00
13041214F,Aldi,Malaga,28/09/2019 20:06,28/09/2019 22:05,57.01
38465415P,Aldi,Malaga,28/09/2019 22:16,28/09/2019 22:40,85.17
91857790E,Dia,Malaga,29/09/2019 02:28,29/09/2019 05:11,184.57
91030004Y,Mercadona,Malaga,29/09/2019 02:47,29/09/2019 04:06,64.35
88366171X,Aldi,Jaen,29/09/2019 02:57,29/09/2019 03:41,137.98
41937393K,Mas,Granada,29/09/2019 02:59,29/09/2019 03:09,115.03
22621404F,Dia,Granada,29/09/2019 05:21,29/09/2019 07:25,83.08
25033337E,Aldi,Huelva,29/09/2019 07:55,29/09/2019 09:36,11.16
89217507R,Lidl,Jaen,29/09/2019 08:30,29/09/2019 10:25,112.03
23211792P,Carrefour,Malaga,29/09/2019 18:52,29/09/2019 20:16,87.16
14716387K,Supersol,Sevilla,29/09/2019 19:21,29/09/2019 22:03,139.68
09012314V,Aldi,Huelva,29/09/2019 22:37,29/09/2019 23:54,37.00
33450761K,Dia,Almeria,30/09/2019 00:31,30/09/2019 01:11,23.64
29436667W,Dia,Malaga,30/09/2019 06:16,30/09/2019 08:50,95.84
82733528K,Mercadona,Cadiz,30/09/2019 08:03,30/09/2019 08:34,21.71
30626820C,Dia,Granada,30/09/2019 10:11,30/09/2019 13:09,21.39
42238507L,Dia,Jaen,30/09/2019 13:41,30/09/2019 16:27,190.88
84612182N,Carrefour,Huelva,30/09/2019 18:36,30/09/2019 21:25,3.70
12164850N,Aldi,Malaga,30/09/2019 19:15,30/09/2019 20:55,151.87
04551750G,Mercadona,Almeria,30/09/2019 22:25,01/10/2019 00:07,169.36
31284679X,Carrefour,Granada,01/10/2019 01:50,01/10/2019 02:06,67.98
14765375L,Lidl,Malaga,01/10/2019 02:12,01/10/2019 04:06,63.66
79821136G,Lidl,Sevilla,01/10/2019 14:00,01/10/2019 14:22,46.44
83864192M,Mercadona,Malaga,01/10/2019 14:08,01/10/2019 16:40,78.03
30869274P,Dia,Sevilla,01/10/2019 15:43,01/10/2019 17:32,102.40
25959356S,Carrefour,Cordoba,01/10/2019 18:22,01/10/2019 18:32,37.03
62324051P,Aldi,Cordoba,02/10/2019 03:18,02/10/2019 04:06,2.39
00458346W,Carrefour,Granada,02/10/2019 08:55,02/10/2019 09:40,29.99
86302030G,Dia,Almeria,02/10/2019 09:10,02/10/2019 11:38,45.40
96816973Z,Lidl,Jaen,02/10/2019 10:19,02/10/2019 12:20,162.97
14716387K,Dia,Huelva,02/10/2019 16:39,02/10/2019 18:23,145.21
42522304L,Mercadona,Sevilla,03/10/2019 02:03,03/10/2019 03:46,105.10
85583540B,Aldi,Malaga,03/10/2019 03:04,03/10/2019 04:44,193.57
58351586B,Aldi,Sevilla,03/10/2019 05:35,03/10/2019 06:24,3.43
69371422H,Lidl,Malaga,03/10/2019 14:36,03/10/2019 17:27,34.11
74396482S,Lidl,Cadiz,03/10/2019 17:48,03/10/2019 18:10,42.28
17360512C,Carrefour,Jaen,03/10/2019 18:38,03/10/2019 20:41,84.15
90963150J,Aldi,Jaen,04/10/2019 00:11,04/10/2019 01:29,156.58
38465415P,Dia,Almeria,04/10/2019 01:36,04/10/2019 03:58,70.81
18484301Y,Mercadona,Jaen,04/10/2019 06:02,04/10/2019 06:27,83.15
19250471T,Supersol,Almeria,04/10/2019 11:58,04/10/2019 13:07,110.80
70968635L,Carrefour,Cadiz,04/10/2019 17:23,04/10/2019 17:47,87.95
58551456B,Lidl,Sevilla,05/10/2019 01:51,05/10/2019 02:42,112.55
90225569L,Mas,Jaen,05/10/2019 04:17,05/10/2019 05:45,23.41
66726317M,Mas,Cordoba,05/10/2019 04:32,05/10/2019 05:33,157.62
56284995Q,Aldi,Cordoba,05/10/2019 06:05,05/10/2019 08:08,163.79
48985105G,Dia,Almeria,05/10/2019 11:18,05/10/2019 14:07,13.03
20385830X,Aldi,Sevilla,05/10/2019 11:42,05/10/2019 12:17,7.61
56284995Q,Carrefour,Malaga,05/10/2019 14:35,05/10/2019 16:25,21.72
64270646K,Aldi,Malaga,05/10/2019 16:49,05/10/2019 17:46,3.02
42238507L,Lidl,Almeria,06/10/2019 01:15,06/10/2019 01:54,47.51
85583540B,Carrefour,Cordoba,06/10/2019 03:41,06/10/2019 05:34,80.02
05896072E,Carrefour,Sevilla,06/10/2019 13:26,06/10/2019 13:56,172.46
10070796Q,Dia,Jaen,06/10/2019 22:50,07/10/2019 00:40,24.18
86835115H,Aldi,Huelva,07/10/2019 00:45,07/10/2019 03:02,104.16
67327775J,Carrefour,Malaga,07/10/2019 02:50,07/10/2019 04:47,41.53
39893144N,Aldi,Malaga,07/10/2019 03:49,07/10/2019 04:59,61.62
54445204H,Mas,Cordoba,07/10/2019 10:14,07/10/2019 11:21,168.15
09912256S,Lidl,Cadiz,08/10/2019 04:41,08/10/2019 04:51,133.60
77637254H,Aldi,Sevilla,08/10/2019 08:51,08/10/2019 09:13,18.33
46653649N,Supersol,Jaen,08/10/2019 09:21,08/10/2019 10:07,82.69
38427101N,Carrefour,Jaen,08/10/2019 11:47,08/10/2019 13:08,70.72
97293218K,Carrefour,Cadiz,08/10/2019 18:08,08/10/2019 18:52,134.31
51933957A,Aldi,Malaga,08/10/2019 21:24,08/10/2019 23:32,103.56
15112574X,Lidl,Cordoba,08/10/2019 23:47,09/10/2019 00:10,177.87
10903503P,Dia,Malaga,09/10/2019 04:57,09/10/2019 06:07,122.43
40092186N,Lidl,Granada,09/10/2019 07:15,09/10/2019 09:32,130.39
47687051R,Lidl,Huelva,09/10/2019 19:49,09/10/2019 22:39,35.59
12050281Y,Dia,Granada,09/10/2019 20:10,09/10/2019 21:11,1.20
69371422H,Dia,Cordoba,11/10/2019 00:23,11/10/2019 02:37,86.02
69676491S,Mas,Almeria,11/10/2019 00:37,11/10/2019 00:40,159.33
29192757F,Dia,Granada,11/10/2019 02:51,11/10/2019 04:57,192.42
05896072E,Aldi,Almeria,11/10/2019 07:38,11/10/2019 07:40,82.24
52079112M,Lidl,Sevilla,11/10/2019 08:42,11/10/2019 11:08,174.78
93164304K,Carrefour,Cadiz,11/10/2019 09:30,11/10/2019 10:14,46.28
24456217H,Supersol,Cadiz,11/10/2019 09:31,11/10/2019 12:06,80.98
96080754W,Lidl,Malaga,11/10/2019 22:44,12/10/2019 00:43,73.36
42522304L,Dia,Granada,11/10/2019 22:51,11/10/2019 23:11,184.60
25959356S,Supersol,Almeria,12/10/2019 00:11,12/10/2019 02:40,15.37
12164850N,Mas,Malaga,12/10/2019 02:51,12/10/2019 05:21,161.31
19371098S,Mercadona,Jaen,12/10/2019 03:11,12/10/2019 05:26,51.78
73699204M,Dia,Malaga,12/10/2019 04:13,12/10/2019 05:16,136.58
89165507G,Carrefour,Almeria,12/10/2019 04:39,12/10/2019 07:14,170.65
33450761K,Mas,Jaen,12/10/2019 06:28,12/10/2019 06:32,80.62
68852479R,Lidl,Malaga,12/10/2019 06:40,12/10/2019 07:15,23.86
04551750G,Mas,Granada,12/10/2019 23:46,13/10/2019 00:59,117.66
71442731Q,Supersol,Almeria,13/10/2019 00:59,13/10/2019 03:23,177.66
57273611T,Dia,Malaga,13/10/2019 10:36,13/10/2019 12:43,46.29
02859022F,Lidl,Granada,13/10/2019 10:53,13/10/2019 12:58,148.28
56284995Q,Supersol,Sevilla,13/10/2019 17:02,13/10/2019 18:38,164.87
82733528K,Lidl,Cordoba,14/10/2019 00:28,14/10/2019 02:20,138.43
88198438Q,Mercadona,Cordoba,14/10/2019 02:00,14/10/2019 04:10,64.73
00017949D,Mercadona,Cadiz,14/10/2019 02:01,14/10/2019 04:37,59.79
06873834P,Mercadona,Malaga,14/10/2019 03:14,14/10/2019 04:35,60.70
88226973P,Carrefour,Malaga,14/10/2019 03:49,14/10/2019 03:58,91.13
75249148W,Supersol,Cadiz,14/10/2019 05:06,14/10/2019 07:13,48.59
55830433A,Dia,Malaga,14/10/2019 06:58,14/10/2019 09:36,7.12
57404511F,Lidl,Cordoba,14/10/2019 12:38,14/10/2019 15:33,8.31
89217507R,Mercadona,Cadiz,14/10/2019 13:46,14/10/2019 16:16,105.04
60438858X,Carrefour,Granada,14/10/2019 18:03,14/10/2019 18:08,12.44
83643589H,Supersol,Almeria,14/10/2019 18:44,14/10/2019 21:30,181.93
97929948L,Carrefour,Jaen,14/10/2019 23:20,15/10/2019 00:06,66.55
15114702E,Aldi,Cordoba,15/10/2019 02:18,15/10/2019 03:07,126.32
07657003G,Dia,Huelva,15/10/2019 02:30,15/10/2019 03:57,59.15
55993608Q,Dia,Huelva,15/10/2019 03:06,15/10/2019 03:31,173.13
69371422H,Aldi,Malaga,15/10/2019 03:08,15/10/2019 05:54,146.43
14765375L,Carrefour,Malaga,15/10/2019 05:29,15/10/2019 06:47,150.90
58351586B,Carrefour,Malaga,15/10/2019 05:42,15/10/2019 07:35,67.21
66595641S,Carrefour,Sevilla,15/10/2019 06:04,15/10/2019 08:36,115.28
61845771J,Mas,Cadiz,15/10/2019 09:10,15/10/2019 11:14,31.86
70405101P,Mercadona,Cadiz,15/10/2019 16:15,15/10/2019 16:18,85.48
14765375L,Carrefour,Sevilla,15/10/2019 16:28,15/10/2019 18:58,27.95
71312519F,Lidl,Sevilla,15/10/2019 19:18,15/10/2019 21:35,181.24
24456217H,Carrefour,Malaga,15/10/2019 23:16,16/10/2019 01:23,84.01
97785005E,Supersol,Almeria,16/10/2019 01:50,16/10/2019 02:13,185.41
58621691G,Carrefour,Malaga,16/10/2019 02:49,16/10/2019 05:37,43.60
44104827G,Aldi,Huelva,16/10/2019 08:10,16/10/2019 09:26,48.36
59470217Z,Aldi,Sevilla,16/10/2019 08:18,16/10/2019 09:18,195.00
26457703K,Lidl,Huelva,16/10/2019 09:29,16/10/2019 11:44,42.81
39434545X,Supersol,Jaen,16/10/2019 09:44,16/10/2019 10:32,179.82
37957550Y,Dia,Almeria,16/10/2019 14:48,16/10/2019 16:55,76.15
74077105Q,Aldi,Malaga,16/10/2019 18:16,16/10/2019 19:42,58.51
67660077B,Dia,Jaen,16/10/2019 23:57,17/10/2019 00:50,157.71
76950890C,Lidl,Huelva,17/10/2019 03:54,17/10/2019 04:47,74.26
86672846Z,Lidl,Cordoba,17/10/2019 11:33,17/10/2019 13:15,179.04
13525512V,Mercadona,Sevilla,17/10/2019 17:07,17/10/2019 18:31,149.46
50606212W,Mercadona,Malaga,17/10/2019 18:23,17/10/2019 20:48,108.84
36148874G,Carrefour,Granada,18/10/2019 01:32,18/10/2019 03:25,168.42
26457703K,Carrefour,Huelva,18/10/2019 07:01,18/10/2019 09:11,130.27
71312519F,Supersol,Cordoba,18/10/2019 07:37,18/10/2019 09:30,190.47
74159107T,Aldi,Jaen,18/10/2019 10:29,18/10/2019 12:05,164.82
11344365Y,Mercadona,Sevilla,18/10/2019 13:38,18/10/2019 14:29,93.67
09604070Y,Lidl,Almeria,18/10/2019 22:06,18/10/2019 23:39,10.81
97452705A,Supersol,Cadiz,18/10/2019 23:59,19/10/2019 02:08,91.63
57212545E,Mercadona,Granada,19/10/2019 02:16,19/10/2019 04:59,37.87
13886180E,Mercadona,Granada,19/10/2019 20:16,19/10/2019 20:51,159.80
44124001L,Dia,Huelva,19/10/2019 23:24,20/10/2019 01:16,93.87
90207798G,Mas,Almeria,20/10/2019 07:00,20/10/2019 07:44,92.28
83701908D,Mas,Malaga,20/10/2019 08:15,20/10/2019 09:42,172.91
09912256S,Lidl,Malaga,20/10/2019 10:48,20/10/2019 11:24,107.05
14764267S,Mas,Huelva,20/10/2019 13:11,20/10/2019 14:49,184.13
06875131V,Mercadona,Jaen,20/10/2019 15:01,20/10/2019 15:19,161.53
89217507R,Dia,Cadiz,20/10/2019 21:35,20/10/2019 21:42,146.84
92168730W,Dia,Malaga,21/10/2019 00:15,21/10/2019 00:19,40.91
34985618L,Lidl,Huelva,21/10/2019 07:58,21/10/2019 09:14,33.16
58351586B,Carrefour,Sevilla,21/10/2019 09:47,21/10/2019 10:43,11.76
32835082Y,Mercadona,Huelva,21/10/2019 10:08,21/10/2019 11:44,35.54
72927620W,Mas,Malaga,21/10/2019 11:21,21/10/2019 14:02,18.12
44558900B,Aldi,Jaen,21/10/2019 18:04,21/10/2019 18:27,98.14
08083605W,Carrefour,Cordoba,21/10/2019 21:04,21/10/2019 23:56,6.77
49806525W,Supersol,Sevilla,22/10/2019 02:57,22/10/2019 03:35,20.64
55993608Q,Mercadona,Sevilla,22/10/2019 10:30,22/10/2019 13:17,94.19
42522304L,Aldi,Almeria,22/10/2019 17:17,22/10/2019 17:33,21.19
30510524N,Mas,Cadiz,22/10/2019 23:10,23/10/2019 00:46,77.10
06903946J,Supersol,Jaen,23/10/2019 01:23,23/10/2019 02:56,81.13
12164850N,Lidl,Granada,23/10/2019 09:52,23/10/2019 12:36,145.99
95807635P,Aldi,Malaga,23/10/2019 15:40,23/10/2019 17:10,145.58
02859022F,Dia,Malaga,23/10/2019 19:24,23/10/2019 19:54,145.68
52109319J,Carrefour,Almeria,23/10/2019 21:25,23/10/2019 22:57,97.43
91377301A,Supersol,Cadiz,23/10/2019 21:26,23/10/2019 21:39,188.25
55141019Z,Mas,Huelva,23/10/2019 22:37,24/10/2019 01:14,78.59
14764267S,Mercadona,Almeria,24/10/2019 00:46,24/10/2019 03:03,126.15
58507616D,Dia,Almeria,24/10/2019 03:18,24/10/2019 04:41,85.94
14765375L,Carrefour,Cordoba,24/10/2019 05:16,24/10/2019 05:26,113.86
17287078W,Carrefour,Jaen,24/10/2019 05:47,24/10/2019 06:26,113.02
08693645J,Dia,Almeria,24/10/2019 10:44,24/10/2019 10:52,57.36
00453082M,Dia,Granada,24/10/2019 15:59,24/10/2019 16:09,94.80
47675178L,Aldi,Almeria,24/10/2019 16:34,24/10/2019 16:51,65.49
30264254A,Carrefour,Sevilla,24/10/2019 20:03,24/10/2019 21:56,182.20
41534023W,Mercadona,Malaga,24/10/2019 20:30,24/10/2019 21:57,131.89
73138355B,Supersol,Malaga,25/10/2019 01:55,25/10/2019 04:33,156.93
53408767F,Mercadona,Cadiz,25/10/2019 02:41,25/10/2019 05:23,8.43
83701908D,Mercadona,Cordoba,25/10/2019 06:53,25/10/2019 09:39,49.38
45099458T,Dia,Jaen,25/10/2019 08:58,25/10/2019 10:10,138.66
88066029H,Carrefour,Sevilla,25/10/2019 12:58,25/10/2019 14:56,97.28
06903946J,Mas,Jaen,25/10/2019 16:44,25/10/2019 17:43,54.77
57273611T,Lidl,Cordoba,25/10/2019 18:19,25/10/2019 18:53,100.13
32310289G,Lidl,Sevilla,25/10/2019 18:56,25/10/2019 19:12,15.97
80459724C,Dia,Almeria,25/10/2019 18:56,25/10/2019 19:05,139.89
11344365Y,Mas,Granada,25/10/2019 20:06,25/10/2019 20:50,49.24
96816973Z,Mas,Granada,25/10/2019 20:18,25/10/2019 21:04,168.39
56667898S,Carrefour,Granada,25/10/2019 20:26,25/10/2019 20:40,176.55
26457703K,Mercadona,Jaen,25/10/2019 21:20,25/10/2019 21:37,128.16
71312519F,Supersol,Huelva,26/10/2019 04:25,26/10/2019 07:00,121.84
74893962M,Mercadona,Malaga,26/10/2019 05:15,26/10/2019 07:47,127.23
13109653K,Dia,Almeria,26/10/2019 09:33,26/10/2019 10:44,3.35
62973732P,Carrefour,Cordoba,26/10/2019 11:32,26/10/2019 13:32,184.04
62745110Y,Carrefour,Jaen,26/10/2019 15:48,26/10/2019 17:39,119.27
46908107K,Carrefour,Malaga,26/10/2019 19:28,26/10/2019 22:05,168.69
47687051R,Dia,Cadiz,26/10/2019 19:45,26/10/2019 21:26,137.52
29436667W,Aldi,Malaga,26/10/2019 19:51,26/10/2019 21:14,52.79
20385830X,Aldi,Cadiz,27/10/2019 06:37,27/10/2019 07:10,182.21
13109653K,Aldi,Granada,27/10/2019 11:33,27/10/2019 12:53,76.46
83774908F,Aldi,Malaga,27/10/2019 16:57,27/10/2019 18:07,172.75
14657186E,Carrefour,Granada,27/10/2019 19:12,27/10/2019 20:01,159.89
99100335M,Lidl,Almeria,28/10/2019 03:04,28/10/2019 04:04,122.65
66595641S,Carrefour,Sevilla,28/10/2019 11:42,28/10/2019 12:59,68.37
38373613E,Dia,Cordoba,28/10/2019 21:41,28/10/2019 21:54,145.89
75249148W,Dia,Granada,28/10/2019 21:45,29/10/2019 00:35,143.43
67798408C,Carrefour,Sevilla,29/10/2019 08:58,29/10/2019 09:15,16.21
84644396A,Mas,Sevilla,29/10/2019 08:59,29/10/2019 10:02,93.00
03446856F,Mas,Sevilla,29/10/2019 10:07,29/10/2019 12:44,53.03
35913123A,Dia,Malaga,29/10/2019 11:44,29/10/2019 13:25,195.52
86302030G,Dia,Malaga,29/10/2019 14:47,29/10/2019 16:07,111.87
30626820C,Supersol,Granada,29/10/2019 14:52,29/10/2019 16:50,81.33
51907371M,Lidl,Malaga,29/10/2019 17:29,29/10/2019 19:08,24.62
17287078W,Mas,Cadiz,29/10/2019 20:36,29/10/2019 21:14,96.37
09020931D,Lidl,Almeria,29/10/2019 23:02,29/10/2019 23:22,35.18
70266646J,Lidl,Granada,30/10/2019 00:53,30/10/2019 02:40,146.20
67424089A,Carrefour,Sevilla,30/10/2019 05:34,30/10/2019 06:41,27.25
09012314V,Mas,Malaga,30/10/2019 09:59,30/10/2019 12:16,25.74
48210679B,Aldi,Jaen,30/10/2019 10:47,30/10/2019 13:29,76.44
57456191Y,Lidl,Cordoba,30/10/2019 11:37,30/10/2019 14:00,18.26
57404511F,Aldi,Cordoba,30/10/2019 19:04,30/10/2019 20:16,12.20
52109319J,Supersol,Malaga,30/10/2019 19:26,30/10/2019 20:34,181.69
69848010T,Aldi,Cordoba,31/10/2019 04:51,31/10/2019 04:53,121.42
52079112M,Aldi,Jaen,31/10/2019 10:22,31/10/2019 11:22,68.40
47241165Q,Aldi,Cadiz,31/10/2019 18:04,31/10/2019 20:55,159.08
12050281Y,Dia,Malaga,01/11/2019 07:25,01/11/2019 10:13,54.78
60871662T,Mas,Jaen,01/11/2019 10:31,01/11/2019 10:49,102.70
94320158X,Mas,Cadiz,01/11/2019 12:51,01/11/2019 13:15,139.82
26730664H,Dia,Sevilla,01/11/2019 13:13,01/11/2019 13:15,71.30
91857790E,Carrefour,Malaga,01/11/2019 17:52,01/11/2019 18:50,104.05
20857473S,Mercadona,Huelva,02/11/2019 04:42,02/11/2019 07:12,92.46
94320158X,Dia,Granada,02/11/2019 14:16,02/11/2019 15:09,108.12
24359901A,Mas,Granada,02/11/2019 16:10,02/11/2019 17:14,67.56
80433553T,Mercadona,Huelva,02/11/2019 20:47,02/11/2019 23:14,99.92
90198216J,Mas,Granada,03/11/2019 02:09,03/11/2019 03:45,164.49
29554681A,Mercadona,Sevilla,03/11/2019 05:50,03/11/2019 08:02,6.98
74077105Q,Aldi,Sevilla,03/11/2019 10:44,03/11/2019 13:41,197.91
37766627Y,Dia,Jaen,03/11/2019 11:47,03/11/2019 14:23,182.44
57212545E,Supersol,Almeria,03/11/2019 19:43,03/11/2019 20:10,184.91
58551456B,Aldi,Cadiz,04/11/2019 00:01,04/11/2019 02:42,101.19
